code,product_name,brands,categories,nutriscore_grade,nova_group,ingredients_text,color
19477,Sweet Potatoes,M&S Eat Well,"plant-based foods and beverages,plant-based foods,fruits and vegetables based foods,cereals and potatoes,vegetables based foods,vegetables,root vegetables,sweet potatoes",b,1,Sweet Potato,green
1973000015,Huile de noix de coco pure,,"aliments et boissons à base de végétaux, aliments d'origine végétale, matières grasses, matières grasses végétales, huiles, huiles de fruits et graines de fruits, huiles de coco",b,2,,green
2000000288,Melange Rando,Les Accents du Soleil,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, fruits et produits dérivés, produits déshydratés, aliments à base de plantes séchées, fruits secs, mélanges de fruits secs",a,1,"Abricots en morceaux  (95% Abricots secs, 5% farine de riz) - Figues en morceaux (95% figues séchées, 5% farine de riz) - Amandes mondées - Mulberries",green
2000004163,Filet de merkan,Sacrebleu!,"produits de la mer, poissons et dérivés, poissons, poissons maigres, filets de poissons, filets de merlan",a,1,Merlan,green
2000020705,Escalope de Dinde fermière élevée en pleine air,Loué,"viandes et dérivés, viandes, volailles, dinde et dérivés, dindes, escalopes de dinde",a,1,Dinde,green
20664,Mini Roaster Potatoes,M&S Eat Well,potatoes,b,1,Potatoes,green
2073541886,Ground turkey,,"meats and their products, meats, poultries",a,1,"Ground turkey, rosemary extract",green
20985,Orzo,Marks & Spencer,"en:plant-based foods and beverages, en:plant-based foods, těstoviny, orzo-pasta",a,1,"Krupice z tvrdé pšenice, pitná voda",green
2098866100,Ground turkey breast,,"meats and their products, meats, poultries",a,1,"Turkey breast, rosemary extract.",green
2114000200,Spring mix vegetables,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,"Broccoli, yellow squash, green beans, carrots, onions, red peppers.",green
2114000495,Instant brown rice,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, seeds, cereals and their products, cereal grains, rices",b,1,Precooked parboiled long grain brown rice.,green
2114002469,Sockeye Salmon Fillets,Fisherman's Wharf,"seafood, fishes, fatty fishes, frozen foods, fish fillets, frozen seafood, salmons, salmon fillets",a,1,Sockeye salmon.,green
2114002531,Steamable Brussels Sprouts,Winn-Dixie,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables, brussels sprouts",a,1,Brussels sprouts.,green
2114002534,Steamable broccoli florets,Winn Dixie,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables, broccoli, frozen broccolis",a,1,Broccoli.,green
2114002640,Wild Caught Salmon Fillets,Angler's catch,"seafood, frozen foods, frozen seafood",a,1,Salmon Fillets.,green
2114021561,Natural applesauce,Winn-Dixie,snacks,a,1,"Apples, water, ascorbic acid (vitamin c).",green
2114021564,Natural applesauce,Winn-Dixie,"plant-based foods and beverages, plant-based foods, snacks, desserts, fruits and vegetables based foods, fruits based foods, compotes, apple compotes, applesauces",a,1,"Apples, water, ascorbic acid (vitamin c).",green
2114021841,Sliced pineapple in juice,,"plant-based foods and beverages, plant-based foods, canned foods, fruits and vegetables based foods, canned plant-based foods, fruits based foods, canned fruits",a,1,"Sliced pineapple, pineapple juice.",green
2114022330,Blackeye Peas,Winn-Dixie,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, vegetables based foods, mixed vegetables",a,1,Blackeye peas.,green
2114022333,Baby Lima Beans,Winn Dixie,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, vegetables based foods, mixed vegetables",a,1,Baby lima beans.,green
2114022335,"Large lima beans, light, buttery",Winn-Dixie,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, vegetables based foods, mixed vegetables",a,1,Large lima beans.,green
2114022337,Pinto Beans,Winn Dixie,"plant-based foods and beverages, plant-based foods, legumes and their products, fruits and vegetables based foods, legumes, seeds, legume seeds, vegetables based foods, pulses, common beans, mixed vegetables, pinto beans",a,1,Pinto beans.,green
2114022340,Great Northern Beans,Winn-Dixie,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, vegetables based foods, mixed vegetables",a,1,Great northern beans.,green
2114022343,Navy Beans,Winn-Dixie,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, vegetables based foods, mixed vegetables",a,1,Navy beans.,green
2114022345,Green Split Peas,Winn Dixie,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, vegetables based foods, mixed vegetables",a,1,Green split peas.,green
2114022348,Black Turtle Beans,Winn-Dixie,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, vegetables based foods, mixed vegetables",a,1,Black turtle beans.,green
2114025431,Precooked enriched long grain instant white rice,Winn Dixie,"plant-based foods and beverages, plant-based foods, cereals and potatoes, seeds, cereals and their products, cereal grains, rices, long grain rices",b,1,"Precooked long grain white rice (enriched with niacin, iron [ferric orthophosphate], thiamin [thiamin mononitrate], folic acid).",green
2114025432,Instant white rice,Winn Dixie,"plant-based foods and beverages, plant-based foods, cereals and potatoes, seeds, cereals and their products, cereal grains, rices",b,1,"Precooked long grain white rice (enriched with niacin, iron [ferric orthophosphate], thiamin [thiamin mononitrate], folic acid).",green
2114025433,Long Grain White Rice,Winn Dixie,"plant-based foods and beverages, plant-based foods, cereals and potatoes, seeds, cereals and their products, cereal grains, rices",b,1,"Precooked parboiled long grain white rice (enriched with niacin, iron [ferric orthophosphate], thiamin [thiamin mononitrate], folic acid).",green
2114026009,Winter blend broccoli & cauliflower,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,"Broccoli, cauliflower.",green
2114026024,Stir fry vegetables,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,"Broccoli, sugar snap peas, green beans, carrots, celery, water chestnuts, onions, red peppers.",green
2114026053,Italian style blend,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,"Zucchini, carrots, cauliflower, lima beans, italian green beans, red peppers.",green
2114026063,Diced Onions,Winn Dixie,"plant-based foods and beverages, plant-based foods, condiments, groceries",a,1,Onions.,green
2114026102,Cauliflower florets,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Cauliflower.,green
2114026103,"Broccoli, cauliflower & carrots california blend",,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,"Broccoli, cauliflower, carrots.",green
2114026116,Broccoli spears,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Broccoli.,green
2114026118,Broccoli florets,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Broccoli.,green
2114026119,Broccoli cuts,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Broccoli.,green
2114026121,Broccoli cuts,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Broccoli.,green
2114026129,Chopped broccoli,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Broccoli.,green
2114026155,Blueberries,Winn-Dixie,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, fruits based foods, fruits, berries, blueberries",a,1,Blueberries.,green
2114026162,Berry Medley,Winn-Dixie,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, fruits based foods",a,1,"Strawberries, blackberries, blueberries, raspberries.",green
2114026164,Whole Strawberries,Winn-Dixie,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, fruits based foods, fruits, berries, strawberries",a,1,Strawberries.,green
2114026297,Blueberries,Winn Dixie,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, fruits based foods, fruits, berries, blueberries",a,1,Blueberries.,green
2114026393,Steamable super sweet corn,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",b,1,Corn.,green
2114026394,Steamable sweet peas,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Peas.,green
2114026396,Steamable cut green beans,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Green beans.,green
2114029706,Fat Free Milk,Winn Dixie,"dairies, milks",b,1,"Fat free milk, vitamin a palmitate, vitamin d3.",green
2114029712,2% milkfat reduced fat milk,Winn-Dixie,"dairies, milks, semi-skimmed milks",b,1,"Reduced fat milk, vitamin a palmitate, vitamin d3.",green
2114029724,Lowfat milk,Winn-Dixie,"dairies, milks",b,1,"Lowfat milk, vitamin a palmitate, vitamin d3.",green
2114029726,1% milkfat lowfat milk,Winn-Dixie,"dairies, milks",b,1,"Lowfat milk, vitamin a palmitate, vitamin d3.",green
2114045023,Boneless skinless chicken tenderloins,Winn Dixie,"meats and their products, frozen foods, meats, poultries, frozen poultry",a,1,chicken broth.,green
2231402015,MARRONS entiers sous-vide,Clément FAUGIER,marrons entiers,a,1,Marrons pelés,green
22524,AOP Huile d'olive de Nîmes vierge extra,Oliveraie JeanJean,"aliments et boissons à base de végétaux,aliments d'origine végétale,matières grasses,matières grasses végétales,produits de l'olivier,huiles,huiles d'olive,huiles d'olive vierges extra,huile d'olive de nîmes",b,2,huile d'olive,green
2362705034,"Enriched quick white corn grits, white corn",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"White corn grits, degermed, enriched (niacin, iron, thiamin mononitrate, riboflavin, folic acid).",green
2362705035,Natural quick oats,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,Whole grain rolled oats.,green
2362705036,"Natural old fashioned oats, old fashioned",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,Whole grain rolled oats.,green
2362705037,Natural quick oats,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,Whole grain rolled oats.,green
2362705038,"Natural old fashioned oats, old fashioned",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,Whole grain rolled oats.,green
2362708081,"Organic apple cider vinegar with the 'mother', apple cider",,"condiments, sauces, groceries",a,1,"Organic apple juice, diluted with water to a uniform strength of 5% acidity.",green
2362708082,"Organic apple cider vinegar with the 'mother', apple cider",,"condiments, sauces, groceries",a,1,"Organic apple juice, diluted with water to a uniform strength of 5% acidity.",green
